Sample_date,Sample_Time,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,T_Fahr
8/18/2022,22:0:0,10.02,7.18,1.05,7.54,7.29,80.524
8/18/2022,22:15:0,9.98,7.17,1.03,7.48,6.72,80.483
8/18/2022,22:30:0,10,7.17,0.98,7.98,7.25,80.47
8/18/2022,22:45:0,9.99,7.17,1,7.92,7.93,80.42
8/18/2022,23:0:0,10.02,7.18,0.94,8.55,7.22,80.434
8/18/2022,23:15:0,10,7.16,0.91,8.53,7.47,80.429
8/18/2022,23:30:0,10,7.16,0.81,8.3,10.37,80.362
8/18/2022,23:45:0,9.99,7.17,0.76,9.15,8.02,80.364
8/19/2022,0:0:0,9.97,7.16,0.66,8.58,8.72,80.344
8/19/2022,0:15:0,9.98,7.17,0.81,8.75,8.18,80.276
8/19/2022,0:30:0,10,7.16,0.82,8.81,8.16,80.28
8/19/2022,0:45:0,10,7.15,0.91,8.57,7.54,80.263
8/19/2022,1:0:0,10.01,7.15,0.97,8.6,7.65,80.242
8/19/2022,1:15:0,10,7.16,1.13,7.97,7.11,80.161
8/19/2022,1:30:0,10,7.16,1.07,8.38,7.09,80.146
8/19/2022,1:45:0,9.99,7.15,1,8.13,7.48,80.094
8/19/2022,2:0:0,9.99,7.15,1.08,8.4,6.81,80.065
8/19/2022,2:15:0,10.01,7.16,0.96,8.1,6.63,80.074
8/19/2022,2:30:0,10.01,7.15,0.93,8.65,6.94,80.074
8/19/2022,2:45:0,10.01,7.15,0.93,8.69,7.55,80.042
8/19/2022,3:0:0,10.03,7.16,0.87,8.47,6.82,80.056
8/19/2022,3:15:0,10.03,7.15,0.74,7.99,6.44,80.026
8/19/2022,3:30:0,10.03,7.14,0.47,7.81,6.96,80.035
8/19/2022,3:45:0,10.08,7.16,0.72,8.35,7.11,80.026
8/19/2022,4:0:0,10.08,7.16,0.55,8.1,6.8,80.015
8/19/2022,4:15:0,10.07,7.15,0.56,7.96,6.93,79.972
8/19/2022,4:30:0,10.08,7.16,0.68,9.1,6.07,79.956
8/19/2022,4:45:0,10.08,7.15,0.48,7.84,7.26,79.923
8/19/2022,5:0:0,10.09,7.17,0.48,8.77,6.29,79.929
8/19/2022,5:15:0,10.09,7.16,0.43,8.54,6.54,79.925
8/19/2022,5:30:0,10.1,7.18,0.22,9.34,9.74,79.984
8/19/2022,5:45:0,10.13,7.18,0.49,9.02,6.94,79.887
8/19/2022,6:0:0,10.16,7.19,0.46,9.53,7.1,79.896
8/19/2022,6:15:0,10.11,7.16,0.28,8.93,8.18,79.864
8/19/2022,6:30:0,10.13,7.17,0.39,9.24,7.56,79.824
8/19/2022,6:45:0,10.12,7.18,0.42,9.64,7.73,79.774
8/19/2022,7:0:0,10.11,7.16,0.24,9.45,7.48,79.767
8/19/2022,7:15:0,10.12,7.18,0.2,10.34,7.96,79.786
8/19/2022,7:30:0,10.13,7.17,0.24,9.9,6.37,79.745
8/19/2022,7:45:0,10.13,7.18,0.41,11.5,6.76,79.723
8/19/2022,8:0:0,10.09,7.15,0.29,10.57,6.77,79.729
8/19/2022,8:15:0,10.11,7.16,0.35,10.79,7.87,79.774
8/19/2022,8:30:0,10.06,7.15,0.29,10.31,9.12,79.772
8/19/2022,8:45:0,10.05,7.14,0.14,9.44,9.8,79.759
8/19/2022,9:0:0,10.02,7.13,0.19,9.44,11.88,79.77
8/19/2022,9:15:0,10.02,7.15,0.3,9.87,12.6,79.792
8/19/2022,9:30:0,9.98,7.16,0.52,9.87,13.05,79.896
8/19/2022,9:45:0,9.93,7.13,0.43,8.8,14.65,79.929
8/19/2022,10:0:0,9.87,7.14,0.66,9.61,7.87,80.074
8/19/2022,10:15:0,9.75,7.13,0.88,8.73,10.7,80.218
8/19/2022,10:30:0,9.7,7.14,0.87,8.27,9.98,80.316
8/19/2022,10:45:0,9.59,7.15,1.11,7.31,18.06,80.431
8/19/2022,11:0:0,9.63,7.14,1.01,8.25,10.86,80.413
8/19/2022,11:15:0,9.53,7.16,1.15,7.75,13.82,80.406
8/19/2022,11:30:0,9.7,7.2,1.2,9.72,7.93,80.762
8/19/2022,11:45:0,9.59,7.18,1.49,9.43,9.55,80.964
8/19/2022,12:0:0,9.55,7.19,1.73,8.12,13.13,80.946
8/19/2022,12:15:0,9.6,7.19,1.66,8.28,14.75,81.1
8/19/2022,12:30:0,9.53,7.19,1.85,7.93,12.51,81.244
8/19/2022,12:45:0,9.59,7.19,1.78,8.11,10.17,81.318
8/19/2022,13:0:0,9.52,7.2,2.22,7.47,11.23,81.489
8/19/2022,13:15:0,9.51,7.2,2.19,7.35,13.41,81.556
8/19/2022,13:30:0,9.47,7.2,2.14,6.24,11.94,81.622
8/19/2022,13:45:0,9.43,7.18,1.74,6.28,11.07,81.552
8/19/2022,14:0:0,9.33,7.21,2.27,5.3,16.97,81.808
8/19/2022,14:15:0,9.4,7.24,2.92,5.76,22.7,81.756
8/19/2022,14:30:0,9.38,7.25,3.19,5.61,23.55,81.802
8/19/2022,14:45:0,9.29,7.27,3.05,4.56,26.45,82.036
8/19/2022,15:0:0,9.3,7.28,3.23,4.37,23.95,82.065
8/19/2022,15:15:0,9.35,7.32,3.96,4.66,32.33,81.97
8/19/2022,15:30:0,9.35,7.34,4.14,4.17,32.89,82.071
8/19/2022,15:45:0,9.31,7.38,4.46,4.31,36.73,82.126
8/19/2022,16:0:0,9.33,7.38,4.51,4.27,53.42,82.116
8/19/2022,16:15:0,9.35,7.34,4.15,4.29,44.05,82.062
8/19/2022,16:30:0,9.32,7.38,4.41,4.18,61,82.135
8/19/2022,16:45:0,9.29,7.38,4.39,4.1,73.9,82.164
8/19/2022,17:0:0,9.3,7.43,4.77,4.33,57.26,82.107
8/19/2022,17:15:0,9.31,7.42,4.9,4.03,63.3,82.125
8/19/2022,17:30:0,9.29,7.41,4.74,3.55,55.49,82.184
8/19/2022,17:45:0,9.34,7.34,4.02,3.62,44.69,82.035
8/19/2022,18:0:0,9.34,7.34,4.25,3.61,46.22,82.004
8/19/2022,18:15:0,9.34,7.35,4.15,3.34,41.32,82.031
8/19/2022,18:30:0,9.34,7.32,3.74,3.29,47.49,82.09
8/19/2022,18:45:0,9.35,7.3,3.67,3.21,35.31,81.961
8/19/2022,19:0:0,9.35,7.3,3.74,3.21,31.25,81.907
8/19/2022,19:15:0,9.35,7.31,3.73,3.12,32.52,81.885
8/19/2022,19:30:0,9.33,7.31,3.8,2.92,31.19,81.909
8/19/2022,19:45:0,9.34,7.3,3.63,2.98,31.92,81.882
8/19/2022,20:0:0,9.34,7.27,3.31,3,37.97,81.925
8/19/2022,20:15:0,9.33,7.28,3.44,2.74,25.49,81.838
8/19/2022,20:30:0,9.34,7.26,3.1,2.65,23.84,81.862
8/19/2022,20:45:0,9.33,7.28,3.51,2.58,25.96,81.79
8/19/2022,21:0:0,9.39,7.25,3.19,2.9,25.35,81.756
8/19/2022,21:15:0,9.39,7.26,3.4,2.9,28.2,81.727
8/19/2022,21:30:0,9.39,7.25,3.17,2.78,22.67,81.709
8/19/2022,21:45:0,9.39,7.25,3.29,2.68,23.37,81.707
8/19/2022,22:0:0,9.39,7.25,3.11,2.78,26.91,81.702
8/19/2022,22:15:0,9.41,7.26,3.3,2.71,28.01,81.642
8/19/2022,22:30:0,9.4,7.26,3.23,2.7,27.25,81.622
8/19/2022,22:45:0,9.39,7.25,3.2,2.55,28.72,81.626
8/19/2022,23:0:0,9.39,7.23,2.91,2.38,24.24,81.68
8/19/2022,23:15:0,9.41,7.22,2.7,2.37,26.44,81.613
8/19/2022,23:30:0,9.44,7.21,2.52,2.68,26.17,81.631
8/19/2022,23:45:0,9.45,7.2,2.61,2.61,23.73,81.626
8/20/2022,0:0:0,9.43,7.21,2.67,2.59,24.37,81.516
8/20/2022,0:15:0,9.43,7.2,2.66,2.74,24.66,81.487
8/20/2022,0:30:0,9.45,7.21,2.77,2.67,21.07,81.448
8/20/2022,0:45:0,9.45,7.22,2.7,2.76,27.18,81.459
8/20/2022,1:0:0,9.48,7.22,2.89,2.57,29.91,81.516
8/20/2022,1:15:0,9.47,7.23,2.77,2.61,26.4,81.45
8/20/2022,1:30:0,9.46,7.22,2.79,2.57,41.84,81.367
8/20/2022,1:45:0,9.47,7.23,2.94,2.65,29.87,81.372
8/20/2022,2:0:0,9.45,7.22,2.78,2.5,28.9,81.32
8/20/2022,2:15:0,9.48,7.21,2.66,2.62,30.82,81.347
8/20/2022,2:30:0,9.48,7.2,2.37,2.5,28.49,81.487
8/20/2022,2:45:0,9.47,7.2,2.35,3.02,38.84,81.379
8/20/2022,3:0:0,9.45,7.2,2.4,2.85,32.23,81.304
8/20/2022,3:15:0,9.45,7.21,2.47,2.69,29.6,81.284
8/20/2022,3:30:0,9.48,7.18,2.16,2.61,41.99,81.419
8/20/2022,3:45:0,9.49,7.17,1.78,2.34,34.94,81.496
8/20/2022,4:0:0,9.52,7.17,1.7,2.22,37.89,81.471
8/20/2022,4:15:0,9.52,7.2,2.46,2.87,48.64,81.18
8/20/2022,4:30:0,9.5,7.21,2.47,2.84,45.17,81.111
8/20/2022,4:45:0,9.51,7.21,2.5,3.3,56.38,81.093
8/20/2022,5:0:0,9.53,7.21,2.35,3.28,51.69,81.145
8/20/2022,5:15:0,9.53,7.21,2.5,3.14,43.61,81.037
8/20/2022,5:30:0,9.55,7.19,2.26,3.28,61.53,81.054
8/20/2022,5:45:0,9.52,7.2,2.2,3.34,49.82,80.899
8/20/2022,6:0:0,9.54,7.18,1.95,3.65,50.79,80.998
8/20/2022,6:15:0,9.56,7.17,2.07,3.16,57.08,80.969
8/20/2022,6:30:0,9.58,7.18,2.02,3.37,60.75,81.043
8/20/2022,6:45:0,9.6,7.16,2,3.22,53.18,81.117
8/20/2022,7:0:0,9.64,7.17,1.83,3.23,91.16,81.151
8/20/2022,7:15:0,9.65,7.15,1.53,3.03,55.22,81.277
8/20/2022,7:30:0,9.66,7.16,1.64,3.03,76.24,81.264
8/20/2022,7:45:0,9.64,7.16,1.66,2.75,60.18,81.207
8/20/2022,8:0:0,9.65,7.16,1.72,2.76,39.32,81.18
8/20/2022,8:15:0,9.69,7.14,1.26,2.6,25.51,81.228
8/20/2022,8:30:0,9.67,7.14,1.42,2.68,26.03,81.246
8/20/2022,8:45:0,9.71,7.15,1.41,2.76,28.86,81.237
8/20/2022,9:0:0,9.67,7.17,1.74,2.36,29.17,81.225
8/20/2022,9:15:0,9.7,7.16,1.57,2.51,27.08,81.221
8/20/2022,9:30:0,9.69,7.17,2.01,2.75,18.98,81.216
8/20/2022,9:45:0,9.69,7.17,1.77,2.57,24.23,81.228
8/20/2022,10:0:0,9.62,7.29,3.65,3.96,93.25,81.381
8/20/2022,10:15:0,9.66,7.2,2.28,2.88,34.97,81.318
8/20/2022,10:30:0,9.61,7.32,3.68,3.43,77.85,81.451
8/20/2022,10:45:0,9.64,7.27,3.21,2.85,39.76,81.475
8/20/2022,11:0:0,9.62,7.27,3.43,2.75,37.65,81.482
8/20/2022,11:15:0,9.54,7.44,5.1,2.91,37.32,81.811
8/20/2022,11:30:0,9.5,7.51,5.7,3.13,47.49,81.914
8/20/2022,11:45:0,9.4,7.62,6.46,2.82,41.44,82.128
8/20/2022,12:0:0,9.4,7.69,6.94,3.07,52.19,82.243
8/20/2022,12:15:0,9.53,7.66,6.47,3.12,47.28,82.161
8/20/2022,12:30:0,9.41,7.79,7.73,3.9,66.28,82.404
8/20/2022,12:45:0,9.46,7.8,7.68,3.5,76.86,82.452
8/20/2022,13:0:0,9.47,7.86,8.36,3.92,109.64,82.486
8/20/2022,13:15:0,9.41,7.92,8.72,4.26,150.03,82.602
8/20/2022,13:30:0,9.28,8.02,9.7,4.41,154.22,82.845
8/20/2022,13:45:0,9.43,7.87,8.33,3.87,124.22,82.589
8/20/2022,14:0:0,9.29,8.03,10,4.61,175.32,82.843
8/20/2022,14:15:0,9.3,7.94,8.98,4.37,141.67,82.785
8/20/2022,14:30:0,9.32,7.97,9.21,4.25,146.51,82.832
8/20/2022,14:45:0,9.26,7.99,9.46,4.23,136.01,82.877
8/20/2022,15:0:0,9.28,8.04,9.62,5.08,172.96,82.895
8/20/2022,15:15:0,9.23,8.1,10.31,4.57,157.62,83.03
8/20/2022,15:30:0,9.23,8.13,10.49,5.22,221.27,83.017
8/20/2022,15:45:0,9.28,8.04,9.42,5.09,190.55,82.927
8/20/2022,16:0:0,9.24,8,9.16,5.11,175.07,82.958
8/20/2022,16:15:0,9.14,8.13,10.27,6.72,304.28,83.037
8/20/2022,16:30:0,9.16,8.07,9.91,4.7,153.7,82.989
8/20/2022,16:45:0,9.2,7.95,8.71,4.25,136.59,82.861
8/20/2022,17:0:0,9.22,7.96,8.46,3.54,130.38,82.954
8/20/2022,17:15:0,9.21,8.02,9.16,4.18,171.37,82.987
8/20/2022,17:30:0,9.2,8.05,9.28,5.34,220.94,82.969
8/20/2022,17:45:0,9.2,8.03,9.38,4.81,237.35,83.005
8/20/2022,18:0:0,9.16,8.08,9.65,4.9,236.22,83.052
8/20/2022,18:15:0,9.18,8.01,9.2,4.74,153.18,83.021
8/20/2022,18:30:0,9.18,8.07,9.94,4.6,183.49,83.03
8/20/2022,18:45:0,9.19,8.07,9.68,4.66,195.53,83.028
8/20/2022,19:0:0,9.16,8.06,9.47,5.66,236.52,82.85
8/20/2022,19:15:0,9.15,8.03,9.19,4.47,192.22,82.661
8/20/2022,19:30:0,9.12,8.04,9.33,4.93,185.03,82.828
8/20/2022,19:45:0,9.21,7.98,8.95,4.26,168.25,82.906
8/20/2022,20:0:0,9.19,7.96,8.66,5.61,180.87,82.738
8/20/2022,20:15:0,9.16,7.95,8.46,4.4,141.76,82.593
8/20/2022,20:30:0,9.18,7.91,8.3,4.91,171.13,82.742
8/20/2022,20:45:0,9.2,7.92,8.33,4.76,177.83,82.782
8/20/2022,21:0:0,9.19,7.91,8.43,4.75,153.08,82.769
8/20/2022,21:15:0,9.2,7.9,7.4,4.94,192.07,82.582
8/20/2022,21:30:0,9.19,7.87,8.01,3.79,122.11,82.591
8/20/2022,21:45:0,9.2,7.86,7.6,4.43,176.14,82.549
8/20/2022,22:0:0,9.21,7.82,7.61,3.83,129.95,82.49
8/20/2022,22:15:0,9.24,7.78,7.31,3.91,129.52,82.465
8/20/2022,22:30:0,9.19,7.79,7.16,3.98,146.24,82.387
8/20/2022,22:45:0,9.19,7.77,7.06,3.62,106.17,82.454
8/20/2022,23:0:0,9.22,7.67,6.36,3.41,107.18,82.411
8/20/2022,23:15:0,9.23,7.7,5.44,3.46,117.46,82.497
8/20/2022,23:30:0,9.24,7.72,6.86,3.64,126.19,82.618
8/20/2022,23:45:0,9.23,7.71,6.54,3.2,95.51,82.548
8/21/2022,0:0:0,9.25,7.64,6.22,3.24,96.09,82.337
8/21/2022,0:15:0,9.16,7.66,6.29,3.19,112.51,82.065
8/21/2022,0:30:0,9.22,7.64,5.94,3.12,79.24,82.207
8/21/2022,0:45:0,9.18,7.62,6.23,3.23,93.27,82.105
8/21/2022,1:0:0,9.21,7.63,5.94,3.14,81.6,82.062
8/21/2022,1:15:0,9.22,7.58,5.88,3.31,80.83,81.988
8/21/2022,1:30:0,9.27,7.53,5.3,3.5,94.34,82.02
8/21/2022,1:45:0,9.27,7.54,5.48,3.13,77.85,81.946
8/21/2022,2:0:0,9.24,7.52,5.54,3.22,75.19,81.878
8/21/2022,2:15:0,9.27,7.5,5.17,3.17,93.63,81.855
8/21/2022,2:30:0,9.24,7.52,5.33,5.11,81.74,81.781
8/21/2022,2:45:0,9.26,7.47,4.94,3.68,122.34,81.613
8/21/2022,3:0:0,9.29,7.47,4.79,3.24,88.12,81.743
8/21/2022,3:15:0,9.26,7.48,5.03,3.25,81.7,81.745
8/21/2022,3:30:0,9.28,7.43,4.54,3.74,101.49,81.64
8/21/2022,3:45:0,9.27,7.42,4.65,3.44,109.62,81.615
8/21/2022,4:0:0,9.33,7.43,4.63,3.3,100.13,81.729
8/21/2022,4:15:0,9.33,7.39,4.32,3.49,75.72,81.7
8/21/2022,4:30:0,9.35,7.42,4.59,3.25,77.77,81.694
8/21/2022,4:45:0,9.41,7.36,3.91,2.97,84.49,81.705
8/21/2022,5:0:0,9.38,7.37,4.04,3.09,71.24,81.691
8/21/2022,5:15:0,9.38,7.35,3.77,3.1,87.01,81.739
8/21/2022,5:30:0,9.39,7.33,3.54,3.06,73.72,81.793
8/21/2022,5:45:0,9.42,7.33,3.49,3,75.7,81.838
8/21/2022,6:0:0,9.44,7.3,3.33,3.19,62.66,81.824
8/21/2022,6:15:0,9.45,7.3,3.26,2.82,74.38,81.788
8/21/2022,6:30:0,9.41,7.34,3.49,2.87,70.08,81.788
8/21/2022,6:45:0,9.41,7.37,3.63,2.7,60.99,81.783
8/21/2022,7:0:0,9.41,7.35,3.8,2.82,59.8,81.775
8/21/2022,7:15:0,9.39,7.35,3.66,2.88,96.55,81.714
8/21/2022,7:30:0,9.35,7.35,3.71,2.7,92.36,81.72
8/21/2022,7:45:0,9.32,7.42,4.51,3.65,98.57,81.662
8/21/2022,8:0:0,9.29,7.39,4.04,2.67,84.71,81.682
8/21/2022,8:15:0,9.32,7.35,3.74,2.85,67.69,81.545
8/21/2022,8:30:0,9.4,7.34,3.63,2.48,55.92,81.732
8/21/2022,8:45:0,9.42,7.35,3.79,2.55,43.08,81.7
8/21/2022,9:0:0,9.4,7.36,3.88,2.53,43.44,81.729
8/21/2022,9:15:0,9.38,7.35,3.8,2.54,47.83,81.682
8/21/2022,9:30:0,9.28,7.61,6.15,4.23,91.82,81.579
8/21/2022,9:45:0,9.33,7.41,4.17,2.53,45.57,81.682
8/21/2022,10:0:0,9.26,7.51,5.46,2.92,67.69,81.613
8/21/2022,10:15:0,9.28,7.48,5.22,2.87,45.49,81.667
8/21/2022,10:30:0,9.31,7.48,5.82,3.55,80.32,81.703
8/21/2022,10:45:0,9.35,7.76,6.63,3.43,98.81,81.858
8/21/2022,11:0:0,9.32,7.63,6.12,3.3,58.13,81.808
8/21/2022,11:15:0,9.15,7.77,7.46,3.26,71.8,81.817
8/21/2022,11:30:0,9.24,7.76,7.08,3.63,99.8,81.86
8/21/2022,11:45:0,9.19,7.56,5.92,3.25,62.87,81.801
8/21/2022,12:0:0,9.11,7.76,7.26,2.98,53.77,81.811
8/21/2022,12:15:0,9.05,7.86,7.97,3.63,99.82,81.84
8/21/2022,12:30:0,9.05,7.88,7.84,3.74,108.62,81.853
8/21/2022,12:45:0,9.02,7.85,7.71,3.51,86.19,81.844
8/21/2022,13:0:0,8.91,8,9,4.47,178.46,81.867
8/21/2022,13:15:0,8.92,8.03,9.19,4.43,155.84,81.896
8/21/2022,13:30:0,8.91,8.01,9.13,4.5,174.49,81.914
8/21/2022,13:45:0,8.91,8.03,9.09,4.77,183.08,81.898
8/21/2022,14:0:0,8.85,8.05,9.54,4.43,162.9,81.901
8/21/2022,14:15:0,8.94,7.95,8.66,4.5,158.89,81.882
8/21/2022,14:30:0,8.83,8.02,9.34,5.19,220.77,81.882
8/21/2022,14:45:0,8.89,7.91,8.03,5.12,202.1,81.928
8/21/2022,15:0:0,8.91,8.01,8.97,4.79,195.72,81.991
8/21/2022,15:15:0,8.95,7.87,8.05,4.13,129.99,81.963
8/21/2022,15:30:0,8.91,7.97,8.77,3.55,100.22,81.991
8/21/2022,15:45:0,8.98,7.98,8.72,3.42,98.13,82.051
8/21/2022,16:0:0,9,7.98,8.63,3.5,85.38,82.058
8/21/2022,16:15:0,9.01,7.96,8.51,3.84,116.23,82.04
8/21/2022,16:30:0,8.99,8,8.88,4.12,139.78,82.044
8/21/2022,16:45:0,9.01,8.02,9.11,4.45,209.9,82.047
8/21/2022,17:0:0,9.05,7.86,7.5,2.93,70.44,82.015
8/21/2022,17:15:0,9.05,7.81,7.07,2.33,32.19,81.986
8/21/2022,17:30:0,9.1,7.74,6.37,2.58,44.47,81.988
8/21/2022,17:45:0,9.11,7.77,6.7,2.78,68.09,81.99
8/21/2022,18:0:0,9.1,7.7,6.13,2.22,33.96,81.984
8/21/2022,18:15:0,9.09,7.71,5.9,2.46,63.98,81.981
8/21/2022,18:30:0,9.08,7.77,6.93,3.2,74.58,81.864
8/21/2022,18:45:0,9.07,7.75,6.34,3.44,90.39,81.891
8/21/2022,19:0:0,9.01,7.84,7.39,3.54,141.5,81.784
8/21/2022,19:15:0,8.99,7.85,7.15,4.25,148.22,81.721
8/21/2022,19:30:0,9.01,7.81,6.89,4.49,131.24,81.649
8/21/2022,19:45:0,8.98,7.73,6.24,3.71,99.13,81.696
8/21/2022,20:0:0,8.97,7.75,6.54,4.23,119.82,81.721
8/21/2022,20:15:0,9.02,7.71,5.93,2.99,84.29,81.82
8/21/2022,20:30:0,9.01,7.79,6.42,3.5,101.31,81.64
8/21/2022,20:45:0,9.08,7.82,6.69,3.38,75.04,81.846
8/21/2022,21:0:0,9.07,7.76,6.51,3.36,77.77,81.813
8/21/2022,21:15:0,9.03,7.78,6.45,3.58,84.48,81.741
8/21/2022,21:30:0,9.04,7.79,6.46,3.24,64.03,81.761
8/21/2022,21:45:0,9.07,7.74,6.04,3.15,68.9,81.756
8/21/2022,22:0:0,9.04,7.72,6.13,3.44,102.43,81.59
8/21/2022,22:15:0,9.1,7.73,5.99,3.14,88.66,81.757
8/21/2022,22:30:0,9.15,7.61,5.2,2.92,64.04,81.801
8/21/2022,22:45:0,9.15,7.68,5.62,2.9,61.77,81.808
8/21/2022,23:0:0,9.16,7.63,5.41,2.97,57.95,81.763
8/21/2022,23:15:0,9.17,7.57,4.67,2.79,75.63,81.716
8/21/2022,23:30:0,9.17,7.61,4.79,2.9,72.12,81.667
8/21/2022,23:45:0,9.17,7.54,4.96,3.34,91.18,81.579
8/22/2022,0:0:0,9.24,7.49,4.47,3.12,74.17,81.698
8/22/2022,0:15:0,9.27,7.47,4.46,3.02,59.85,81.779
8/22/2022,0:30:0,9.24,7.49,4.59,2.99,63.19,81.743
8/22/2022,0:45:0,9.24,7.54,4.47,2.74,51.22,81.792
8/22/2022,1:0:0,9.28,7.4,3.7,2.98,65.44,81.646
8/22/2022,1:15:0,9.29,7.48,4.38,3.19,73.21,81.761
8/22/2022,1:30:0,9.26,7.48,4.32,2.74,52.74,81.786
8/22/2022,1:45:0,9.25,7.48,4.7,2.59,46.26,81.811
8/22/2022,2:0:0,9.26,7.46,4.37,2.61,58.95,81.781
8/22/2022,2:15:0,9.23,7.45,4.16,2.34,39.21,81.687
8/22/2022,2:30:0,9.21,7.44,4.09,2.49,41.79,81.723
8/22/2022,2:45:0,9.19,7.48,4.4,2.42,42.45,81.772
8/22/2022,3:0:0,9.19,7.47,3.94,2.53,41.72,81.783
8/22/2022,3:15:0,9.18,7.46,4.19,2.43,40.66,81.808
8/22/2022,3:30:0,9.18,7.5,4.4,2.65,66.18,81.543
8/22/2022,3:45:0,9.17,7.43,3.68,2.61,70.08,81.552
8/22/2022,4:0:0,9.18,7.47,4.06,2.75,64.52,81.37
8/22/2022,4:15:0,9.17,7.44,3.91,3.16,67.02,81.406
8/22/2022,4:30:0,9.26,7.42,3.56,3.1,67.37,81.709
8/22/2022,4:45:0,9.26,7.4,3.53,2.82,62.55,81.482
8/22/2022,5:0:0,9.22,7.38,3.42,3.09,46.93,81.381
8/22/2022,5:15:0,9.27,7.38,3.53,4.1,44.52,81.482
8/22/2022,5:30:0,9.22,7.43,3.69,2.99,48.44,81.223
8/22/2022,5:45:0,9.18,7.38,3.32,2.74,48.33,81.329
8/22/2022,6:0:0,9.08,7.38,3.42,2.7,51.07,81.248
8/22/2022,6:15:0,9,7.43,4.04,2.86,50.96,80.875
8/22/2022,6:30:0,9.03,7.43,4.05,3.07,53.33,80.89
8/22/2022,6:45:0,9.12,7.32,2.61,2.84,43.91,81.243
8/22/2022,7:0:0,9.19,7.37,3.27,2.87,53.25,81.333
8/22/2022,7:15:0,9.16,7.4,3.73,2.72,46.14,81.286
8/22/2022,7:30:0,9.15,7.4,3.6,2.93,54.77,81.122
8/22/2022,7:45:0,9.18,7.39,3.52,3.07,66.29,81.138
8/22/2022,8:0:0,9.18,7.37,3.51,3.08,63.52,81.181
8/22/2022,8:15:0,9.19,7.34,3.14,3.23,47.28,81.113
8/22/2022,8:30:0,9.16,7.36,3.53,3.42,78.3,81.093
8/22/2022,8:45:0,9.17,7.36,3.26,3.46,58.89,81.106
8/22/2022,9:0:0,9.11,7.4,3.59,3.3,81.31,80.983
8/22/2022,9:15:0,9.15,7.38,3.47,3.23,87.41,81.066
8/22/2022,9:30:0,9.2,7.36,3.18,3.12,73.66,81.151
8/22/2022,9:45:0,9.19,7.41,3.83,3.24,80.56,81.163
8/22/2022,10:0:0,9.1,7.43,3.92,3.14,56.97,81.154
8/22/2022,10:15:0,9.15,7.48,4.46,3.68,119.39,81.216
8/22/2022,10:30:0,9.41,7.54,4.85,4.53,131.12,81.477
8/22/2022,10:45:0,9.17,7.63,5.65,4.82,140.54,81.313
8/22/2022,11:0:0,9.28,7.64,5.33,4.63,142.91,81.426
8/22/2022,11:15:0,9.29,7.51,4.6,4.54,112.71,81.432
8/22/2022,11:30:0,9.31,7.41,3.65,2.91,36.96,81.419
8/22/2022,11:45:0,9.33,7.44,3.92,3.07,39.08,81.511
8/22/2022,12:0:0,9.24,7.56,5.11,3.97,131.39,81.637
8/22/2022,12:15:0,9.27,7.65,5.85,4.1,121.81,81.669
8/22/2022,12:30:0,9.23,7.61,5.59,3.9,99.82,81.666
8/22/2022,12:45:0,9.03,7.8,7.07,4.7,152.71,81.842
8/22/2022,13:0:0,9.04,7.88,7.69,4.71,133.54,82.058
8/22/2022,13:15:0,8.99,7.97,8.3,4.59,134.68,82.639
8/22/2022,13:30:0,9.06,7.82,6.84,3.82,71.99,82.621
8/22/2022,13:45:0,8.93,7.93,7.94,4.39,95.76,82.659
8/22/2022,14:0:0,8.87,7.95,8.08,4.53,112.4,82.711
8/22/2022,14:15:0,8.78,8,8.4,4.64,91.38,82.809
8/22/2022,14:30:0,8.56,8.13,9.41,4.86,112.13,83.016
8/22/2022,14:45:0,8.37,8.15,9.48,5.02,111.09,83.134
8/22/2022,15:0:0,8.56,7.99,8.09,4.36,104.24,82.926
8/22/2022,15:15:0,8.45,8.1,9.35,5.61,154.65,83.149
8/22/2022,15:30:0,8.4,8.16,9.79,5.96,211.27,83.269
8/22/2022,15:45:0,8.49,8.05,8.68,5.77,168.83,83.12
8/22/2022,16:0:0,8.55,8.12,9.35,5.44,173.54,83.102
8/22/2022,16:15:0,8.53,8.17,9.87,6.17,201.13,83.145
8/22/2022,16:30:0,8.69,8,8.31,4.85,131.22,82.927
8/22/2022,16:45:0,8.71,7.96,8.01,5.12,144.31,82.917
8/22/2022,17:0:0,8.78,7.96,7.87,5.13,157.22,82.821
8/22/2022,17:15:0,8.85,7.88,7.43,4.89,156.39,82.699
8/22/2022,17:30:0,8.91,7.8,6.34,4.3,129.74,82.638
8/22/2022,17:45:0,9.01,7.73,6.14,3.95,82.89,82.515
8/22/2022,18:0:0,9.02,7.73,5.73,3.84,88.44,82.504
8/22/2022,18:15:0,9.05,7.68,5.84,3.74,77.11,82.436
8/22/2022,18:30:0,9.18,7.57,4.74,3.51,68.77,82.306
8/22/2022,18:45:0,9.17,7.59,5.02,3.5,57.83,82.276
8/22/2022,19:0:0,9.17,7.55,4.84,3.53,57.17,82.238
8/22/2022,19:15:0,9.22,7.5,4.07,3.67,50.12,82.207
8/22/2022,19:30:0,9.2,7.43,3.68,3.35,37.68,82.234
8/22/2022,19:45:0,9.22,7.43,3.68,2.93,42.2,82.216
8/22/2022,20:0:0,9.22,7.41,3.3,2.77,31.33,82.159
8/22/2022,20:15:0,9.25,7.4,3.49,3.11,33.82,82.062
