Date,Time (GMT),Verified (ft)
2022/08/18,21:18,1.28
2022/08/18,21:24,1.26
2022/08/18,21:30,1.25
2022/08/18,21:36,1.25
2022/08/18,21:42,1.22
2022/08/18,21:48,1.22
2022/08/18,21:54,1.22
2022/08/18,22:00,1.2
2022/08/18,22:06,1.2
2022/08/18,22:12,1.2
2022/08/18,22:18,1.19
2022/08/18,22:24,1.2
2022/08/18,22:30,1.2
2022/08/18,22:36,1.2
2022/08/18,22:42,1.21
2022/08/18,22:48,1.2
2022/08/18,22:54,1.2
2022/08/18,23:00,1.2
2022/08/18,23:06,1.21
2022/08/18,23:12,1.21
2022/08/18,23:18,1.22
2022/08/18,23:24,1.22
2022/08/18,23:30,1.23
2022/08/18,23:36,1.24
2022/08/18,23:42,1.26
2022/08/18,23:48,1.27
2022/08/18,23:54,1.29
2022/08/19,00:00,1.32
2022/08/19,00:06,1.34
2022/08/19,00:12,1.37
2022/08/19,00:18,1.39
2022/08/19,00:24,1.42
2022/08/19,00:30,1.44
2022/08/19,00:36,1.47
2022/08/19,00:42,1.49
2022/08/19,00:48,1.52
2022/08/19,00:54,1.55
2022/08/19,01:00,1.58
2022/08/19,01:06,1.61
2022/08/19,01:12,1.65
2022/08/19,01:18,1.68
2022/08/19,01:24,1.72
2022/08/19,01:30,1.74
2022/08/19,01:36,1.77
2022/08/19,01:42,1.8
2022/08/19,01:48,1.82
2022/08/19,01:54,1.86
2022/08/19,02:00,1.9
2022/08/19,02:06,1.92
2022/08/19,02:12,1.95
2022/08/19,02:18,1.97
2022/08/19,02:24,1.99
2022/08/19,02:30,2.02
2022/08/19,02:36,2.06
2022/08/19,02:42,2.08
2022/08/19,02:48,2.11
2022/08/19,02:54,2.14
2022/08/19,03:00,2.16
2022/08/19,03:06,2.19
2022/08/19,03:12,2.2
2022/08/19,03:18,2.23
2022/08/19,03:24,2.26
2022/08/19,03:30,2.27
2022/08/19,03:36,2.3
2022/08/19,03:42,2.32
2022/08/19,03:48,2.34
2022/08/19,03:54,2.36
2022/08/19,04:00,2.38
2022/08/19,04:06,2.4
2022/08/19,04:12,2.41
2022/08/19,04:18,2.42
2022/08/19,04:24,2.42
2022/08/19,04:30,2.43
2022/08/19,04:36,2.46
2022/08/19,04:42,2.46
2022/08/19,04:48,2.47
2022/08/19,04:54,2.48
2022/08/19,05:00,2.47
2022/08/19,05:06,2.48
2022/08/19,05:12,2.48
2022/08/19,05:18,2.48
2022/08/19,05:24,2.48
2022/08/19,05:30,2.48
2022/08/19,05:36,2.47
2022/08/19,05:42,2.46
2022/08/19,05:48,2.45
2022/08/19,05:54,2.44
2022/08/19,06:00,2.44
2022/08/19,06:06,2.44
2022/08/19,06:12,2.43
2022/08/19,06:18,2.42
2022/08/19,06:24,2.4
2022/08/19,06:30,2.38
2022/08/19,06:36,2.37
2022/08/19,06:42,2.36
2022/08/19,06:48,2.34
2022/08/19,06:54,2.32
2022/08/19,07:00,2.3
2022/08/19,07:06,2.28
2022/08/19,07:12,2.25
2022/08/19,07:18,2.23
2022/08/19,07:24,2.21
2022/08/19,07:30,2.19
2022/08/19,07:36,2.17
2022/08/19,07:42,2.15
2022/08/19,07:48,2.11
2022/08/19,07:54,2.08
2022/08/19,08:00,2.06
2022/08/19,08:06,2.04
2022/08/19,08:12,2.02
2022/08/19,08:18,2
2022/08/19,08:24,1.98
2022/08/19,08:30,1.96
2022/08/19,08:36,1.94
2022/08/19,08:42,1.92
2022/08/19,08:48,1.9
2022/08/19,08:54,1.89
2022/08/19,09:00,1.87
2022/08/19,09:06,1.85
2022/08/19,09:12,1.84
2022/08/19,09:18,1.83
2022/08/19,09:24,1.83
2022/08/19,09:30,1.81
2022/08/19,09:36,1.79
2022/08/19,09:42,1.77
2022/08/19,09:48,1.73
2022/08/19,09:54,1.71
2022/08/19,10:00,1.7
2022/08/19,10:06,1.67
2022/08/19,10:12,1.65
2022/08/19,10:18,1.61
2022/08/19,10:24,1.59
2022/08/19,10:30,1.56
2022/08/19,10:36,1.55
2022/08/19,10:42,1.54
2022/08/19,10:48,1.51
2022/08/19,10:54,1.5
2022/08/19,11:00,1.47
2022/08/19,11:06,1.45
2022/08/19,11:12,1.44
2022/08/19,11:18,1.43
2022/08/19,11:24,1.43
2022/08/19,11:30,1.41
2022/08/19,11:36,1.4
2022/08/19,11:42,1.39
2022/08/19,11:48,1.37
2022/08/19,11:54,1.35
2022/08/19,12:00,1.34
2022/08/19,12:06,1.34
2022/08/19,12:12,1.32
2022/08/19,12:18,1.32
2022/08/19,12:24,1.28
2022/08/19,12:30,1.27
2022/08/19,12:36,1.28
2022/08/19,12:42,1.25
2022/08/19,12:48,1.27
2022/08/19,12:54,1.26
2022/08/19,13:00,1.25
2022/08/19,13:06,1.26
2022/08/19,13:12,1.25
2022/08/19,13:18,1.25
2022/08/19,13:24,1.26
2022/08/19,13:30,1.25
2022/08/19,13:36,1.26
2022/08/19,13:42,1.26
2022/08/19,13:48,1.27
2022/08/19,13:54,1.28
2022/08/19,14:00,1.29
2022/08/19,14:06,1.3
2022/08/19,14:12,1.3
2022/08/19,14:18,1.31
2022/08/19,14:24,1.31
2022/08/19,14:30,1.33
2022/08/19,14:36,1.34
2022/08/19,14:42,1.34
2022/08/19,14:48,1.35
2022/08/19,14:54,1.36
2022/08/19,15:00,1.36
2022/08/19,15:06,1.37
2022/08/19,15:12,1.37
2022/08/19,15:18,1.38
2022/08/19,15:24,1.38
2022/08/19,15:30,1.39
2022/08/19,15:36,1.4
2022/08/19,15:42,1.39
2022/08/19,15:48,1.4
2022/08/19,15:54,1.4
2022/08/19,16:00,1.4
2022/08/19,16:06,1.41
2022/08/19,16:12,1.4
2022/08/19,16:18,1.4
2022/08/19,16:24,1.39
2022/08/19,16:30,1.4
2022/08/19,16:36,1.39
2022/08/19,16:42,1.39
2022/08/19,16:48,1.39
2022/08/19,16:54,1.38
2022/08/19,17:00,1.37
2022/08/19,17:06,1.38
2022/08/19,17:12,1.37
2022/08/19,17:18,1.35
2022/08/19,17:24,1.36
2022/08/19,17:30,1.34
2022/08/19,17:36,1.33
2022/08/19,17:42,1.31
2022/08/19,17:48,1.31
2022/08/19,17:54,1.29
2022/08/19,18:00,1.27
2022/08/19,18:06,1.26
2022/08/19,18:12,1.24
2022/08/19,18:18,1.24
2022/08/19,18:24,1.22
2022/08/19,18:30,1.19
2022/08/19,18:36,1.19
2022/08/19,18:42,1.15
2022/08/19,18:48,1.13
2022/08/19,18:54,1.11
2022/08/19,19:00,1.08
2022/08/19,19:06,1.05
2022/08/19,19:12,1.03
2022/08/19,19:18,1
2022/08/19,19:24,0.99
2022/08/19,19:30,0.97
2022/08/19,19:36,0.94
2022/08/19,19:42,0.91
2022/08/19,19:48,0.9
2022/08/19,19:54,0.85
2022/08/19,20:00,0.84
2022/08/19,20:06,0.84
2022/08/19,20:12,0.81
2022/08/19,20:18,0.81
2022/08/19,20:24,0.76
2022/08/19,20:30,0.74
2022/08/19,20:36,0.72
2022/08/19,20:42,0.68
2022/08/19,20:48,0.67
2022/08/19,20:54,0.65
2022/08/19,21:00,0.63
2022/08/19,21:06,0.61
2022/08/19,21:12,0.56
2022/08/19,21:18,0.55
2022/08/19,21:24,0.55
2022/08/19,21:30,0.54
2022/08/19,21:36,0.52
2022/08/19,21:42,0.51
2022/08/19,21:48,0.51
2022/08/19,21:54,0.49
2022/08/19,22:00,0.49
2022/08/19,22:06,0.48
2022/08/19,22:12,0.47
2022/08/19,22:18,0.48
2022/08/19,22:24,0.48
2022/08/19,22:30,0.47
2022/08/19,22:36,0.47
2022/08/19,22:42,0.48
2022/08/19,22:48,0.48
2022/08/19,22:54,0.48
2022/08/19,23:00,0.49
2022/08/19,23:06,0.49
2022/08/19,23:12,0.49
2022/08/19,23:18,0.5
2022/08/19,23:24,0.51
2022/08/19,23:30,0.5
2022/08/19,23:36,0.5
2022/08/19,23:42,0.5
2022/08/19,23:48,0.5
2022/08/19,23:54,0.5
2022/08/20,00:00,0.5
2022/08/20,00:06,0.51
2022/08/20,00:12,0.51
2022/08/20,00:18,0.53
2022/08/20,00:24,0.54
2022/08/20,00:30,0.56
2022/08/20,00:36,0.59
2022/08/20,00:42,0.61
2022/08/20,00:48,0.63
2022/08/20,00:54,0.66
2022/08/20,01:00,0.69
2022/08/20,01:06,0.71
2022/08/20,01:12,0.74
2022/08/20,01:18,0.77
2022/08/20,01:24,0.82
2022/08/20,01:30,0.85
2022/08/20,01:36,0.89
2022/08/20,01:42,0.93
2022/08/20,01:48,0.97
2022/08/20,01:54,1.01
2022/08/20,02:00,1.03
2022/08/20,02:06,1.07
2022/08/20,02:12,1.1
2022/08/20,02:18,1.14
2022/08/20,02:24,1.16
2022/08/20,02:30,1.19
2022/08/20,02:36,1.22
2022/08/20,02:42,1.24
2022/08/20,02:48,1.27
2022/08/20,02:54,1.31
2022/08/20,03:00,1.33
2022/08/20,03:06,1.36
2022/08/20,03:12,1.39
2022/08/20,03:18,1.42
2022/08/20,03:24,1.45
2022/08/20,03:30,1.49
2022/08/20,03:36,1.52
2022/08/20,03:42,1.56
2022/08/20,03:48,1.58
2022/08/20,03:54,1.62
2022/08/20,04:00,1.64
2022/08/20,04:06,1.66
2022/08/20,04:12,1.7
2022/08/20,04:18,1.73
2022/08/20,04:24,1.76
2022/08/20,04:30,1.8
2022/08/20,04:36,1.82
2022/08/20,04:42,1.85
2022/08/20,04:48,1.87
2022/08/20,04:54,1.9
2022/08/20,05:00,1.92
2022/08/20,05:06,1.94
2022/08/20,05:12,1.96
2022/08/20,05:18,1.98
2022/08/20,05:24,1.99
2022/08/20,05:30,2
2022/08/20,05:36,2.01
2022/08/20,05:42,2.03
2022/08/20,05:48,2.03
2022/08/20,05:54,2.04
2022/08/20,06:00,2.05
2022/08/20,06:06,2.05
2022/08/20,06:12,2.05
2022/08/20,06:18,2.05
2022/08/20,06:24,2.05
2022/08/20,06:30,2.05
2022/08/20,06:36,2.04
2022/08/20,06:42,2.04
2022/08/20,06:48,2.03
2022/08/20,06:54,2.03
2022/08/20,07:00,2.02
2022/08/20,07:06,2.01
2022/08/20,07:12,2
2022/08/20,07:18,1.99
2022/08/20,07:24,1.98
2022/08/20,07:30,1.97
2022/08/20,07:36,1.95
2022/08/20,07:42,1.93
2022/08/20,07:48,1.91
2022/08/20,07:54,1.9
2022/08/20,08:00,1.88
2022/08/20,08:06,1.87
2022/08/20,08:12,1.85
2022/08/20,08:18,1.83
2022/08/20,08:24,1.81
2022/08/20,08:30,1.79
2022/08/20,08:36,1.77
2022/08/20,08:42,1.75
2022/08/20,08:48,1.73
2022/08/20,08:54,1.7
2022/08/20,09:00,1.68
2022/08/20,09:06,1.66
2022/08/20,09:12,1.64
2022/08/20,09:18,1.62
2022/08/20,09:24,1.59
2022/08/20,09:30,1.57
2022/08/20,09:36,1.55
2022/08/20,09:42,1.53
2022/08/20,09:48,1.51
2022/08/20,09:54,1.49
2022/08/20,10:00,1.47
2022/08/20,10:06,1.45
2022/08/20,10:12,1.43
2022/08/20,10:18,1.41
2022/08/20,10:24,1.39
2022/08/20,10:30,1.38
2022/08/20,10:36,1.37
2022/08/20,10:42,1.34
2022/08/20,10:48,1.32
2022/08/20,10:54,1.31
2022/08/20,11:00,1.29
2022/08/20,11:06,1.28
2022/08/20,11:12,1.26
2022/08/20,11:18,1.24
2022/08/20,11:24,1.22
2022/08/20,11:30,1.21
2022/08/20,11:36,1.2
2022/08/20,11:42,1.18
2022/08/20,11:48,1.17
2022/08/20,11:54,1.16
2022/08/20,12:00,1.16
2022/08/20,12:06,1.16
2022/08/20,12:12,1.15
2022/08/20,12:18,1.11
2022/08/20,12:24,1.1
2022/08/20,12:30,1.07
2022/08/20,12:36,1.05
2022/08/20,12:42,1.07
2022/08/20,12:48,1.06
2022/08/20,12:54,1.04
2022/08/20,13:00,1.04
2022/08/20,13:06,1.04
2022/08/20,13:12,1.02
2022/08/20,13:18,1.03
2022/08/20,13:24,1.02
2022/08/20,13:30,1.02
2022/08/20,13:36,1.02
2022/08/20,13:42,1.02
2022/08/20,13:48,1.03
2022/08/20,13:54,1.05
2022/08/20,14:00,1.04
2022/08/20,14:06,1.05
2022/08/20,14:12,1.06
2022/08/20,14:18,1.07
2022/08/20,14:24,1.09
2022/08/20,14:30,1.1
2022/08/20,14:36,1.12
2022/08/20,14:42,1.13
2022/08/20,14:48,1.15
2022/08/20,14:54,1.16
2022/08/20,15:00,1.17
2022/08/20,15:06,1.2
2022/08/20,15:12,1.21
2022/08/20,15:18,1.22
2022/08/20,15:24,1.24
2022/08/20,15:30,1.26
2022/08/20,15:36,1.29
2022/08/20,15:42,1.3
2022/08/20,15:48,1.31
2022/08/20,15:54,1.33
2022/08/20,16:00,1.34
2022/08/20,16:06,1.35
2022/08/20,16:12,1.37
2022/08/20,16:18,1.38
2022/08/20,16:24,1.39
2022/08/20,16:30,1.39
2022/08/20,16:36,1.39
2022/08/20,16:42,1.4
2022/08/20,16:48,1.41
2022/08/20,16:54,1.43
2022/08/20,17:00,1.43
2022/08/20,17:06,1.44
2022/08/20,17:12,1.46
2022/08/20,17:18,1.46
2022/08/20,17:24,1.46
2022/08/20,17:30,1.47
2022/08/20,17:36,1.48
2022/08/20,17:42,1.5
2022/08/20,17:48,1.49
2022/08/20,17:54,1.49
2022/08/20,18:00,1.49
2022/08/20,18:06,1.48
2022/08/20,18:12,1.49
2022/08/20,18:18,1.5
2022/08/20,18:24,1.49
2022/08/20,18:30,1.5
2022/08/20,18:36,1.49
2022/08/20,18:42,1.48
2022/08/20,18:48,1.48
2022/08/20,18:54,1.48
2022/08/20,19:00,1.47
2022/08/20,19:06,1.46
2022/08/20,19:12,1.45
2022/08/20,19:18,1.43
2022/08/20,19:24,1.41
2022/08/20,19:30,1.38
2022/08/20,19:36,1.38
2022/08/20,19:42,1.35
2022/08/20,19:48,1.32
2022/08/20,19:54,1.32
2022/08/20,20:00,1.3
2022/08/20,20:06,1.3
2022/08/20,20:12,1.29
2022/08/20,20:18,1.25
2022/08/20,20:24,1.23
2022/08/20,20:30,1.22
2022/08/20,20:36,1.19
2022/08/20,20:42,1.16
2022/08/20,20:48,1.14
2022/08/20,20:54,1.12
2022/08/20,21:00,1.11
2022/08/20,21:06,1.09
2022/08/20,21:12,1.08
2022/08/20,21:18,1.06
2022/08/20,21:24,1.04
2022/08/20,21:30,1.01
2022/08/20,21:36,1
2022/08/20,21:42,1
2022/08/20,21:48,0.98
2022/08/20,21:54,0.98
2022/08/20,22:00,0.94
2022/08/20,22:06,0.94
2022/08/20,22:12,0.92
2022/08/20,22:18,0.91
2022/08/20,22:24,0.94
2022/08/20,22:30,0.87
2022/08/20,22:36,0.87
2022/08/20,22:42,0.87
2022/08/20,22:48,0.83
2022/08/20,22:54,0.86
2022/08/20,23:00,0.86
2022/08/20,23:06,0.85
2022/08/20,23:12,0.86
2022/08/20,23:18,0.85
2022/08/20,23:24,0.85
2022/08/20,23:30,0.85
2022/08/20,23:36,0.85
2022/08/20,23:42,0.86
2022/08/20,23:48,0.88
2022/08/20,23:54,0.89
2022/08/21,00:00,0.9
2022/08/21,00:06,0.91
2022/08/21,00:12,0.93
2022/08/21,00:18,0.95
2022/08/21,00:24,0.98
2022/08/21,00:30,1
2022/08/21,00:36,1.03
2022/08/21,00:42,1.02
2022/08/21,00:48,1.05
2022/08/21,00:54,1.05
2022/08/21,01:00,1.06
2022/08/21,01:06,1.08
2022/08/21,01:12,1.1
2022/08/21,01:18,1.14
2022/08/21,01:24,1.17
2022/08/21,01:30,1.18
2022/08/21,01:36,1.2
2022/08/21,01:42,1.22
2022/08/21,01:48,1.25
2022/08/21,01:54,1.27
2022/08/21,02:00,1.31
2022/08/21,02:06,1.34
2022/08/21,02:12,1.37
2022/08/21,02:18,1.39
2022/08/21,02:24,1.41
2022/08/21,02:30,1.43
2022/08/21,02:36,1.46
2022/08/21,02:42,1.48
2022/08/21,02:48,1.51
2022/08/21,02:54,1.55
2022/08/21,03:00,1.58
2022/08/21,03:06,1.6
2022/08/21,03:12,1.63
2022/08/21,03:18,1.66
2022/08/21,03:24,1.69
2022/08/21,03:30,1.72
2022/08/21,03:36,1.75
2022/08/21,03:42,1.78
2022/08/21,03:48,1.81
2022/08/21,03:54,1.84
2022/08/21,04:00,1.87
2022/08/21,04:06,1.91
2022/08/21,04:12,1.94
2022/08/21,04:18,1.97
2022/08/21,04:24,2
2022/08/21,04:30,2.04
2022/08/21,04:36,2.06
2022/08/21,04:42,2.08
2022/08/21,04:48,2.11
2022/08/21,04:54,2.14
2022/08/21,05:00,2.17
2022/08/21,05:06,2.18
2022/08/21,05:12,2.2
2022/08/21,05:18,2.22
2022/08/21,05:24,2.24
2022/08/21,05:30,2.26
2022/08/21,05:36,2.28
2022/08/21,05:42,2.29
2022/08/21,05:48,2.31
2022/08/21,05:54,2.31
2022/08/21,06:00,2.33
2022/08/21,06:06,2.34
2022/08/21,06:12,2.35
2022/08/21,06:18,2.36
2022/08/21,06:24,2.37
2022/08/21,06:30,2.37
2022/08/21,06:36,2.37
2022/08/21,06:42,2.38
2022/08/21,06:48,2.38
2022/08/21,06:54,2.38
2022/08/21,07:00,2.38
2022/08/21,07:06,2.38
2022/08/21,07:12,2.38
2022/08/21,07:18,2.38
2022/08/21,07:24,2.38
2022/08/21,07:30,2.38
2022/08/21,07:36,2.38
2022/08/21,07:42,2.37
2022/08/21,07:48,2.36
2022/08/21,07:54,2.35
2022/08/21,08:00,2.34
2022/08/21,08:06,2.33
2022/08/21,08:12,2.32
2022/08/21,08:18,2.31
2022/08/21,08:24,2.3
2022/08/21,08:30,2.29
2022/08/21,08:36,2.26
2022/08/21,08:42,2.24
2022/08/21,08:48,2.22
2022/08/21,08:54,2.19
2022/08/21,09:00,2.17
2022/08/21,09:06,2.15
2022/08/21,09:12,2.12
2022/08/21,09:18,2.11
2022/08/21,09:24,2.09
2022/08/21,09:30,2.06
2022/08/21,09:36,2.05
2022/08/21,09:42,2.02
2022/08/21,09:48,2.01
2022/08/21,09:54,1.99
2022/08/21,10:00,1.98
2022/08/21,10:06,1.95
2022/08/21,10:12,1.93
2022/08/21,10:18,1.91
2022/08/21,10:24,1.89
2022/08/21,10:30,1.87
2022/08/21,10:36,1.86
2022/08/21,10:42,1.84
2022/08/21,10:48,1.82
2022/08/21,10:54,1.8
2022/08/21,11:00,1.79
2022/08/21,11:06,1.77
2022/08/21,11:12,1.76
2022/08/21,11:18,1.75
2022/08/21,11:24,1.73
2022/08/21,11:30,1.71
2022/08/21,11:36,1.68
2022/08/21,11:42,1.65
2022/08/21,11:48,1.63
2022/08/21,11:54,1.6
2022/08/21,12:00,1.58
2022/08/21,12:06,1.56
2022/08/21,12:12,1.54
2022/08/21,12:18,1.52
2022/08/21,12:24,1.5
2022/08/21,12:30,1.48
2022/08/21,12:36,1.46
2022/08/21,12:42,1.45
2022/08/21,12:48,1.43
2022/08/21,12:54,1.42
2022/08/21,13:00,1.4
2022/08/21,13:06,1.38
2022/08/21,13:12,1.36
2022/08/21,13:18,1.35
2022/08/21,13:24,1.33
2022/08/21,13:30,1.32
2022/08/21,13:36,1.31
2022/08/21,13:42,1.3
2022/08/21,13:48,1.29
2022/08/21,13:54,1.29
2022/08/21,14:00,1.29
2022/08/21,14:06,1.28
2022/08/21,14:12,1.25
2022/08/21,14:18,1.26
2022/08/21,14:24,1.25
2022/08/21,14:30,1.26
2022/08/21,14:36,1.26
2022/08/21,14:42,1.25
2022/08/21,14:48,1.26
2022/08/21,14:54,1.26
2022/08/21,15:00,1.27
2022/08/21,15:06,1.27
2022/08/21,15:12,1.28
2022/08/21,15:18,1.27
2022/08/21,15:24,1.29
2022/08/21,15:30,1.31
2022/08/21,15:36,1.31
2022/08/21,15:42,1.33
2022/08/21,15:48,1.34
2022/08/21,15:54,1.35
2022/08/21,16:00,1.37
2022/08/21,16:06,1.38
2022/08/21,16:12,1.4
2022/08/21,16:18,1.42
2022/08/21,16:24,1.44
2022/08/21,16:30,1.45
2022/08/21,16:36,1.46
2022/08/21,16:42,1.48
2022/08/21,16:48,1.48
2022/08/21,16:54,1.49
2022/08/21,17:00,1.5
2022/08/21,17:06,1.52
2022/08/21,17:12,1.52
2022/08/21,17:18,1.53
2022/08/21,17:24,1.53
2022/08/21,17:30,1.55
2022/08/21,17:36,1.56
2022/08/21,17:42,1.55
2022/08/21,17:48,1.55
2022/08/21,17:54,1.56
2022/08/21,18:00,1.56
2022/08/21,18:06,1.57
2022/08/21,18:12,1.57
2022/08/21,18:18,1.58
2022/08/21,18:24,1.58
2022/08/21,18:30,1.58
2022/08/21,18:36,1.58
2022/08/21,18:42,1.58
2022/08/21,18:48,1.58
2022/08/21,18:54,1.58
2022/08/21,19:00,1.59
2022/08/21,19:06,1.59
2022/08/21,19:12,1.6
2022/08/21,19:18,1.59
2022/08/21,19:24,1.58
2022/08/21,19:30,1.58
2022/08/21,19:36,1.58
2022/08/21,19:42,1.58
2022/08/21,19:48,1.58
2022/08/21,19:54,1.58
2022/08/21,20:00,1.57
2022/08/21,20:06,1.55
2022/08/21,20:12,1.54
2022/08/21,20:18,1.52
2022/08/21,20:24,1.51
2022/08/21,20:30,1.49
2022/08/21,20:36,1.48
2022/08/21,20:42,1.45
2022/08/21,20:48,1.44
2022/08/21,20:54,1.42
2022/08/21,21:00,1.41
2022/08/21,21:06,1.39
2022/08/21,21:12,1.37
2022/08/21,21:18,1.36
2022/08/21,21:24,1.33
2022/08/21,21:30,1.31
2022/08/21,21:36,1.29
2022/08/21,21:42,1.27
2022/08/21,21:48,1.23
2022/08/21,21:54,1.21
2022/08/21,22:00,1.19
2022/08/21,22:06,1.16
2022/08/21,22:12,1.16
2022/08/21,22:18,1.13
2022/08/21,22:24,1.1
2022/08/21,22:30,1.09
2022/08/21,22:36,1.07
2022/08/21,22:42,1.07
2022/08/21,22:48,1.06
2022/08/21,22:54,1.05
2022/08/21,23:00,1.05
2022/08/21,23:06,1.03
2022/08/21,23:12,1.01
2022/08/21,23:18,1.01
2022/08/21,23:24,1
2022/08/21,23:30,1
2022/08/21,23:36,0.99
2022/08/21,23:42,0.98
2022/08/21,23:48,0.98
2022/08/21,23:54,0.97
2022/08/22,00:00,0.98
2022/08/22,00:06,0.95
2022/08/22,00:12,0.95
2022/08/22,00:18,0.94
2022/08/22,00:24,0.92
2022/08/22,00:30,0.93
2022/08/22,00:36,0.91
2022/08/22,00:42,0.91
2022/08/22,00:48,0.91
2022/08/22,00:54,0.89
2022/08/22,01:00,0.9
2022/08/22,01:06,0.91
2022/08/22,01:12,0.92
2022/08/22,01:18,0.93
2022/08/22,01:24,0.94
2022/08/22,01:30,0.95
2022/08/22,01:36,0.95
2022/08/22,01:42,0.97
2022/08/22,01:48,0.98
2022/08/22,01:54,0.98
2022/08/22,02:00,1.01
2022/08/22,02:06,1.03
2022/08/22,02:12,1.07
2022/08/22,02:18,1.13
2022/08/22,02:24,1.19
2022/08/22,02:30,1.24
2022/08/22,02:36,1.28
2022/08/22,02:42,1.31
2022/08/22,02:48,1.35
2022/08/22,02:54,1.42
2022/08/22,03:00,1.51
2022/08/22,03:06,1.58
2022/08/22,03:12,1.59
2022/08/22,03:18,1.55
2022/08/22,03:24,1.51
2022/08/22,03:30,1.47
2022/08/22,03:36,1.48
2022/08/22,03:42,1.52
2022/08/22,03:48,1.53
2022/08/22,03:54,1.55
2022/08/22,04:00,1.55
2022/08/22,04:06,1.57
2022/08/22,04:12,1.61
2022/08/22,04:18,1.67
2022/08/22,04:24,1.75
2022/08/22,04:30,1.8
2022/08/22,04:36,1.84
2022/08/22,04:42,1.88
2022/08/22,04:48,1.91
2022/08/22,04:54,1.95
2022/08/22,05:00,1.99
2022/08/22,05:06,2
2022/08/22,05:12,2.02
2022/08/22,05:18,2.05
2022/08/22,05:24,2.08
2022/08/22,05:30,2.12
2022/08/22,05:36,2.16
2022/08/22,05:42,2.18
2022/08/22,05:48,2.21
2022/08/22,05:54,2.25
2022/08/22,06:00,2.27
2022/08/22,06:06,2.32
2022/08/22,06:12,2.36
2022/08/22,06:18,2.38
2022/08/22,06:24,2.4
2022/08/22,06:30,2.41
2022/08/22,06:36,2.43
2022/08/22,06:42,2.46
2022/08/22,06:48,2.48
2022/08/22,06:54,2.5
2022/08/22,07:00,2.51
2022/08/22,07:06,2.51
2022/08/22,07:12,2.51
2022/08/22,07:18,2.52
2022/08/22,07:24,2.52
2022/08/22,07:30,2.53
2022/08/22,07:36,2.52
2022/08/22,07:42,2.53
2022/08/22,07:48,2.53
2022/08/22,07:54,2.53
2022/08/22,08:00,2.53
2022/08/22,08:06,2.53
2022/08/22,08:12,2.55
2022/08/22,08:18,2.56
2022/08/22,08:24,2.55
2022/08/22,08:30,2.55
2022/08/22,08:36,2.53
2022/08/22,08:42,2.52
2022/08/22,08:48,2.52
2022/08/22,08:54,2.51
2022/08/22,09:00,2.5
2022/08/22,09:06,2.49
2022/08/22,09:12,2.47
2022/08/22,09:18,2.47
2022/08/22,09:24,2.46
2022/08/22,09:30,2.46
2022/08/22,09:36,2.45
2022/08/22,09:42,2.45
2022/08/22,09:48,2.44
2022/08/22,09:54,2.42
2022/08/22,10:00,2.39
2022/08/22,10:06,2.37
2022/08/22,10:12,2.35
2022/08/22,10:18,2.34
2022/08/22,10:24,2.32
2022/08/22,10:30,2.31
2022/08/22,10:36,2.28
2022/08/22,10:42,2.25
2022/08/22,10:48,2.22
2022/08/22,10:54,2.2
2022/08/22,11:00,2.2
2022/08/22,11:06,2.18
2022/08/22,11:12,2.15
2022/08/22,11:18,2.12
2022/08/22,11:24,2.09
2022/08/22,11:30,2.07
2022/08/22,11:36,2.05
2022/08/22,11:42,2.03
2022/08/22,11:48,2.01
2022/08/22,11:54,1.98
2022/08/22,12:00,1.95
2022/08/22,12:06,1.93
2022/08/22,12:12,1.91
2022/08/22,12:18,1.89
2022/08/22,12:24,1.87
2022/08/22,12:30,1.86
2022/08/22,12:36,1.85
2022/08/22,12:42,1.84
2022/08/22,12:48,1.83
2022/08/22,12:54,1.83
2022/08/22,13:00,1.82
2022/08/22,13:06,1.82
2022/08/22,13:12,1.82
2022/08/22,13:18,1.81
2022/08/22,13:24,1.82
2022/08/22,13:30,1.81
2022/08/22,13:36,1.81
2022/08/22,13:42,1.79
2022/08/22,13:48,1.78
2022/08/22,13:54,1.77
2022/08/22,14:00,1.76
2022/08/22,14:06,1.74
2022/08/22,14:12,1.72
2022/08/22,14:18,1.7
2022/08/22,14:24,1.69
2022/08/22,14:30,1.67
2022/08/22,14:36,1.65
2022/08/22,14:42,1.63
2022/08/22,14:48,1.62
2022/08/22,14:54,1.6
2022/08/22,15:00,1.58
2022/08/22,15:06,1.58
2022/08/22,15:12,1.57
2022/08/22,15:18,1.58
2022/08/22,15:24,1.58
2022/08/22,15:30,1.59
2022/08/22,15:36,1.6
2022/08/22,15:42,1.62
2022/08/22,15:48,1.64
2022/08/22,15:54,1.65
2022/08/22,16:00,1.67
2022/08/22,16:06,1.7
2022/08/22,16:12,1.71
2022/08/22,16:18,1.73
2022/08/22,16:24,1.75
2022/08/22,16:30,1.76
2022/08/22,16:36,1.77
2022/08/22,16:42,1.78
2022/08/22,16:48,1.8
2022/08/22,16:54,1.81
2022/08/22,17:00,1.8
2022/08/22,17:06,1.8
2022/08/22,17:12,1.79
2022/08/22,17:18,1.77
2022/08/22,17:24,1.78
2022/08/22,17:30,1.78
2022/08/22,17:36,1.77
2022/08/22,17:42,1.78
2022/08/22,17:48,1.77
2022/08/22,17:54,1.77
2022/08/22,18:00,1.77
2022/08/22,18:06,1.77
2022/08/22,18:12,1.78
2022/08/22,18:18,1.79
2022/08/22,18:24,1.8
2022/08/22,18:30,1.8
